tweet_id,favorites,retweets
729823566028484608,3646,1122
729463711119904772,5305,2082
729113531270991872,1734,287
728986383096946689,2881,736
728760639972315136,4278,1535
728751179681943552,2534,614
728653952833728512,3053,945
728409960103686147,4487,1820
728387165835677696,3418,875
728046963732717569,3924,1080
728035342121635841,4149,1507
728015554473250816,3783,989
727685679342333952,2717,573
727644517743104000,5374,1584
727524757080539137,4098,1079
727314416056803329,3060,670
727286334147182592,2818,744
727175381690781696,3585,1238
727155742655025152,3319,1194
726935089318363137,6283,2198
726887082820554753,3525,1365
726828223124897792,3299,911
726224900189511680,4071,1042
725842289046749185,6514,2410
725786712245440512,3842,1240
725729321944506368,4789,1603
725458796924002305,1300,554
724983749226668032,3436,1164
724771698126512129,2149,566
724405726123311104,4859,1508
724049859469295616,3971,1615
724004602748780546,3826,1387
723912936180330496,3583,1123
723673163800948736,2786,812
723179728551723008,4857,1685
722974582966214656,3759,1428
722613351520608256,4583,1492
721503162398597120,4214,1640
721001180231503872,2342,551
720785406564900865,2860,698
720775346191278080,2250,564
720415127506415616,3781,1355
720389942216527872,5855,2259
720340705894408192,2618,872
720059472081784833,3548,1015
720043174954147842,4563,1813
719991154352222208,4474,1589
719704490224398336,4170,1293
719551379208073216,4639,1707
719367763014393856,2598,686
719339463458033665,4089,1117
719332531645071360,3177,854
718971898235854848,3197,984
718939241951195136,4800,1580
718631497683582976,17298,7200
718613305783398402,2252,427
718540630683709445,2242,920
718460005985447936,2500,474
718454725339934721,4497,1375
718246886998687744,1759,446
718234618122661888,3559,912
717841801130979328,2266,542
717790033953034240,2631,985
717537687239008257,5303,1657
717428917016076293,1474,405
717421804990701568,2885,756
717047459982213120,5791,1733
717009362452090881,2971,867
716802964044845056,3960,1048
716791146589110272,7737,1456
716730379797970944,1132,395
716447146686459905,11967,5299
716439118184652801,2189,189
716285507865542656,2552,962
716080869887381504,6237,1702
715928423106027520,2928,792
715758151270801409,3410,1282
715733265223708672,4276,1524
715704790270025728,2551,511
715696743237730304,3605,1160
715680795826982913,3961,1441
715360349751484417,5028,1408
715342466308784130,2787,621
715220193576927233,2203,585
715200624753819648,4743,1682
715009755312439296,3811,1104
714982300363173890,3423,931
714962719905021952,6739,3829
714957620017307648,3805,1276
714631576617938945,3012,894
714606013974974464,3337,827
714485234495041536,2447,1006
714258258790387713,2814,666
714251586676113411,3020,757
714214115368108032,2110,796
714141408463036416,3995,1277
713919462244790272,3038,720
713909862279876608,1746,483
713900603437621249,2612,660
713761197720473600,4454,1237
713411074226274305,4089,1184
713177543487135744,6637,2586
713175907180089344,4079,1328
712809025985978368,17511,6070
712717840512598017,11297,4499
712668654853337088,3818,1097
712438159032893441,4898,1414
712309440758808576,221,24
712097430750289920,3450,930
712092745624633345,2703,811
712085617388212225,3012,434
712065007010385924,2072,567
711998809858043904,0,120
711968124745228288,7406,2089
711743778164514816,2612,906
711732680602345472,8069,3683
711694788429553666,30212,16576
711652651650457602,3541,819
711363825979756544,3317,1015
711306686208872448,3041,676
711008018775851008,2737,559
710997087345876993,4209,1258
710844581445812225,2347,610
710833117892898816,2464,476
710658690886586372,2135,512
710609963652087808,4422,2150
710588934686908417,4168,1696
710296729921429505,2197,668
710283270106132480,1993,478
710272297844797440,4139,1137
710269109699739648,2190,1012
710153181850935296,2675,808
710140971284037632,2511,799
710117014656950272,5020,1778
709918798883774466,3220,992
709901256215666688,608,92
709852847387627521,3226,1086
709566166965075968,3251,1070
709556954897764353,3014,974
709519240576036864,1385,219
709449600415961088,2021,517
709409458133323776,2420,616
709225125749587968,2201,520
709207347839836162,11400,5167
709198395643068416,2261,589
709179584944730112,1850,608
709158332880297985,1873,363
709042156699303936,4317,1476
708853462201716736,1667,592
708845821941387268,2738,801
708834316713893888,1547,448
708810915978854401,15205,6240
708738143638450176,2533,737
708711088997666817,2332,638
708479650088034305,2337,616
708469915515297792,2848,729
708400866336894977,14639,9042
708356463048204288,3299,1198
708349470027751425,2186,676
708149363256774660,3980,1412
708130923141795840,3093,784
708119489313951744,2472,896
708109389455101952,1796,501
708026248782585858,4058,1747
707995814724026368,2863,1013
707983188426153984,45,2
707969809498152960,2481,866
707776935007539200,3004,871
707741517457260545,2286,554
707738799544082433,3724,2197
707693576495472641,3120,915
707629649552134146,2349,781
707610948723478529,15558,5706
707420581654872064,2067,632
707411934438625280,2112,543
707387676719185920,3207,1144
707377100785885184,3005,974
707315916783140866,2281,576
707297311098011648,2577,707
707059547140169728,2396,619
707038192327901184,2014,716
707021089608753152,3724,1220
707014260413456384,2109,538
706904523814649856,13402,7103
706901761596989440,1881,521
706681918348251136,3023,889
706644897839910912,2345,982
706593038911545345,1980,580
706538006853918722,3184,1286
706516534877929472,2870,929
706346369204748288,3162,841
706310011488698368,19501,7117
706291001778950144,1566,434
706265994973601792,2513,847
706169069255446529,3573,2000
706166467411222528,4713,1445
706153300320784384,1354,343
705975130514706432,2857,661
705970349788291072,2918,794
705898680587526145,2174,494
705786532653883392,1788,466
705591895322394625,2906,1026
705475953783398401,2734,823
705442520700944385,4056,1455
705428427625635840,3500,1515
705239209544720384,2767,676
705223444686888960,2371,712
705102439679201280,1954,472
705066031337840642,2010,556
704871453724954624,3955,1014
704859558691414016,2064,476
704847917308362754,4688,1363
704819833553219584,2445,895
704761120771465216,6119,2617
704499785726889984,2653,901
704491224099647488,687,71
704480331685040129,3141,978
704364645503647744,7318,3225
704347321748819968,1442,313
704134088924532736,1384,411
704113298707505153,1711,519
704054845121142784,2690,841
703774238772166656,1700,404
703769065844768768,3008,1018
703631701117943808,2357,600
703611486317502464,3539,1379
703425003149250560,3491,1217
703407252292673536,2252,623
703382836347330562,3212,1026
703356393781329922,1761,344
703268521220972544,1826,494
703079050210877440,6799,2796
703041949650034688,24292,11284
702932127499816960,2366,650
702899151802126337,1479,411
702684942141153280,2970,963
702671118226825216,2015,506
702598099714314240,11305,3126
702539513671897089,2637,864
702332542343577600,2928,1384
702321140488925184,3018,948
702276748847800320,2276,694
702217446468493312,4381,1222
701981390485725185,3149,888
701952816642965504,3534,927
701889187134500865,3239,1254
701805642395348998,3110,1503
701601587219795968,1921,415
701570477911896070,2573,837
701545186879471618,2445,549
701214700881756160,11248,4625
700890391244103680,2035,509
700864154249383937,2391,555
700847567345688576,2267,449
700796979434098688,2250,855
700747788515020802,20981,8413
700518061187723268,2385,720
700505138482569216,2099,521
700462010979500032,3775,1622
700167517596164096,2424,652
700151421916807169,2050,607
700143752053182464,6904,2427
700062718104104960,2443,611
700029284593901568,1912,528
700002074055016451,3024,1198
699801817392291840,2769,846
699788877217865730,2055,469
699779630832685056,2497,1104
699775878809702401,1799,538
699691744225525762,9434,4147
699434518667751424,2023,464
699423671849451520,1250,287
699413908797464576,1926,569
699370870310113280,1746,391
699323444782047232,2889,783
699088579889332224,2081,561
699079609774645248,2254,570
699072405256409088,2709,1076
699060279947165696,3418,1614
699036661657767936,2396,1088
698989035503689728,3074,876
698907974262222848,2332,553
698710712454139905,2262,616
698703483621523456,1322,335
698635131305795584,1199,312
698549713696649216,2146,558
698355670425473025,1701,394
698342080612007937,2072,868
698262614669991936,4392,1792
698195409219559425,15489,5437
698178924120031232,2585,674
697995514407682048,1409,305
697990423684476929,3011,1167
697943111201378304,2194,613
697881462549430272,2772,1054
697630435728322560,1597,497
697616773278015490,2890,921
697596423848730625,2767,1131
697575480820686848,1882,452
697516214579523584,1871,990
697482927769255936,2231,598
697463031882764288,3161,1267
697270446429966336,4339,1712
697259378236399616,3035,900
697255105972801536,2841,1052
697242256848379904,2323,615
696900204696625153,2911,933
696894894812565505,2165,615
696886256886657024,4440,1625
696877980375769088,2254,636
696754882863349760,1369,328
696744641916489729,1887,833
696713835009417216,2168,583
696518437233913856,3628,1561
696490539101908992,1133,127
696488710901260288,2304,925
696405997980676096,2921,1050
696100768806522880,1771,584
695816827381944320,2754,1051
695794761660297217,2913,705
695767669421768709,1706,664
695629776980148225,4185,1890
695446424020918272,4084,1649
695409464418041856,7971,3234
695314793360662529,3327,1294
695095422348574720,2449,549
695074328191332352,2602,990
695064344191721472,1474,527
695051054296211456,2429,715
694925794720792577,2488,817
694905863685980160,2532,834
694669722378485760,32944,13046
694356675654983680,1386,250
694352839993344000,1877,539
694342028726001664,1458,431
694329668942569472,1818,449
694206574471057408,3809,1847
694183373896572928,2705,842
694001791655137281,3134,923
693993230313091072,1730,357
693942351086120961,1619,328
693647888581312512,2472,517
693644216740769793,1264,115
693642232151285760,2346,376
693629975228977152,2255,719
693622659251335168,1415,336
693590843962331137,4650,1774
693582294167244802,1514,222
693486665285931008,1622,565
693280720173801472,3081,1120
693267061318012928,2195,731
693262851218264065,2039,452
693231807727280129,2647,669
693155686491000832,7253,2889
693109034023534592,1557,549
693095443459342336,1697,403
692919143163629568,2490,695
692905862751522816,2231,789
692901601640583168,1612,536
692894228850999298,2077,713
692828166163931137,2653,795
692752401762250755,6266,3294
692568918515392513,4026,1392
692535307825213440,2900,1232
692530551048294401,1695,368
692423280028966913,1366,197
692417313023332352,8639,3131
692187005137076224,2332,743
692158366030913536,1969,718
692142790915014657,1509,353
692041934689402880,3114,1130
692017291282812928,2670,869
691820333922455552,3642,1488
691793053716221953,7475,3820
691756958957883396,2594,884
691675652215414786,1794,459
691483041324204033,2195,500
691459709405118465,3722,1019
691444869282295808,2431,750
691416866452082688,17804,6894
691321916024623104,2377,599
691096613310316544,2753,792
691090071332753408,1603,305
690989312272396288,5439,2609
690959652130045952,3305,1112
690938899477221376,3764,1744
690932576555528194,3020,905
690735892932222976,3490,1149
690728923253055490,1994,465
690690673629138944,2144,744
690649993829576704,1198,248
690607260360429569,278,14
690597161306841088,1778,546
690400367696297985,1741,406
690374419777196032,2964,759
690360449368465409,2441,789
690348396616552449,1365,461
690248561355657216,1537,369
690021994562220032,2577,922
690015576308211712,2295,659
690005060500217858,3380,1533
689999384604450816,1303,328
689993469801164801,1347,404
689977555533848577,1262,407
689905486972461056,2253,622
689877686181715968,2790,1043
689835978131935233,2011,688
689661964914655233,2991,850
689659372465688576,9503,3462
689623661272240129,2038,579
689599056876867584,10734,5005
689557536375177216,1895,403
689517482558820352,3120,1293
689289219123089408,2066,845
689283819090870273,3008,1004
689275259254616065,1051,225
689255633275777024,2343,972
689154315265683456,2854,895
689143371370250240,1862,454
688916208532455424,2490,772
688908934925697024,1939,706
688898160958271489,1921,710
688894073864884227,2058,618
688828561667567616,1273,321
688804835492233216,886,168
688789766343622656,2048,604
688547210804498433,2393,626
688519176466644993,2146,657
688385280030670848,8519,4074
688211956440801280,2074,751
688179443353796608,1976,527
688116655151435777,2603,696
688064179421470721,1593,322
687841446767013888,5007,2247
687826841265172480,2513,1007
687818504314159109,2278,861
687807801670897665,2196,656
687732144991551489,1614,594
687704180304273409,2237,764
687664829264453632,1800,469
687494652870668288,1752,527
687480748861947905,1473,221
687476254459715584,1824,481
687460506001633280,1907,490
687399393394311168,1744,551
687317306314240000,18607,8323
687312378585812992,3997,1726
687127927494963200,4961,2046
687124485711986689,2014,460
687109925361856513,5346,2224
687102708889812993,2167,870
687096057537363968,2072,551
686947101016735744,7971,2899
686760001961103360,3235,1254
686749460672679938,3194,1314
686730991906516992,3792,1087
686683045143953408,2604,729
686618349602762752,3404,1237
686606069955735556,1748,490
686394059078897668,1588,630
686386521809772549,3003,791
686377065986265092,2043,514
686358356425093120,1993,597
686286779679375361,3706,1519
686050296934563840,2063,665
686035780142297088,1059,103
686034024800862208,2832,1035
686007916130873345,2273,363
686003207160610816,1677,562
685973236358713344,1931,477
685943807276412928,1494,533
685906723014619143,6880,2580
685681090388975616,1884,110
685667379192414208,2178,507
685663452032069632,2968,1330
685641971164143616,2682,694
685547936038666240,30301,14076
685532292383666176,2801,1043
685325112850124800,8659,3570
685321586178670592,2438,578
685315239903100929,3022,942
685307451701334016,1919,395
685268753634967552,2832,1070
685198997565345792,2135,588
685169283572338688,3773,1272
684969860808454144,2215,326
684959798585110529,6281,2804
684940049151070208,2962,944
684926975086034944,3209,417
684914660081053696,3213,1320
684902183876321280,1716,463
684880619965411328,1917,722
684830982659280897,32267,19615
684800227459624960,2511,899
684594889858887680,8164,3164
684588130326986752,3802,1274
684567543613382656,2752,1101
684538444857667585,2432,852
684481074559381504,3556,1069
684460069371654144,1811,502
684241637099323392,7466,2939
684225744407494656,1137,183
684222868335505415,3505,1238
684200372118904832,1979,943
684195085588783105,1757,453
684188786104872960,3212,1045
684177701129875456,1863,591
684147889187209216,2735,1367
684122891630342144,1858,425
684097758874210310,3779,1293
683857920510050305,3508,1017
683852578183077888,1788,315
683849932751646720,2408,850
683834909291606017,2405,1017
683828599284170753,2578,969
683773439333797890,3064,1218
683742671509258241,5957,2992
683515932363329536,6771,2604
683498322573824003,2925,872
683481228088049664,2442,901
683462770029932544,2237,620
683449695444799489,3572,1454
683391852557561860,7032,2172
683357973142474752,2658,822
683142553609318400,2639,931
683111407806746624,3138,814
683098815881154561,1992,587
683078886620553216,1852,517
683030066213818368,1995,666
682962037429899265,33681,14818
682808988178739200,1625,154
682788441537560576,2277,1016
682750546109968385,1399,398
682697186228989953,1211,333
682662431982772225,2806,987
682638830361513985,1899,534
682429480204398592,3173,1042
682406705142087680,6948,1584
682393905736888321,2063,595
682389078323662849,1535,423
682303737705140231,2813,883
682259524040966145,3796,1077
682242692827447297,2959,1036
682088079302213632,16735,8847
682059653698686977,4531,1525
682047327939461121,2943,845
682032003584274432,6041,1788
682003177596559360,2853,1365
681981167097122816,2590,917
681891461017812993,2266,744
681694085539872773,11781,3678
681679526984871937,1627,399
681654059175129088,2410,819
681610798867845120,1725,416
681579835668455424,3241,1172
681523177663676416,13131,5184
681340665377193984,1515,246
681339448655802368,8542,3692
681320187870711809,2403,671
681302363064414209,3589,1618
681297372102656000,2952,852
681281657291280384,2957,993
681261549936340994,1331,235
681242418453299201,1351,469
681231109724700672,2231,436
681193455364796417,3403,1331
680970795137544192,2203,583
680959110691590145,4204,1816
680940246314430465,2920,935
680934982542561280,1907,391
680913438424612864,2205,562
680889648562991104,1611,323
680836378243002368,3176,1182
680805554198020098,1971,607
680801747103793152,2181,739
680798457301471234,2598,937
680609293079592961,2406,622
680583894916304897,3292,1185
680497766108381184,3876,1728
680494726643068929,1570,438
680473011644985345,2340,668
680440374763077632,1320,438
680221482581123072,1356,260
680206703334408192,2578,1040
680191257256136705,1972,440
680176173301628928,3550,1390
680161097740095489,2136,669
680145970311643136,3306,1555
680130881361686529,2109,854
680115823365742593,2491,821
680100725817409536,3293,1244
680085611152338944,11707,8117
680070545539371008,2379,771
679877062409191424,1788,575
679862121895714818,2243,553
679854723806179328,2604,1098
679844490799091713,2182,686
679828447187857408,33050,12529
679777920601223168,2851,991
679736210798047232,1907,713
679729593985699840,1988,746
679722016581222400,1534,425
679530280114372609,4356,1876
679527802031484928,2418,648
679511351870550016,3061,1142
679503373272485890,2903,1330
679475951516934144,1915,578
679462823135686656,29294,16932
679405845277462528,2154,1070
679158373988876288,19363,7216
679148763231985668,2548,919
679132435750195208,2690,1033
679111216690831360,5411,2300
679062614270468097,15441,7178
679047485189439488,2050,585
679001094530465792,2587,1092
678991772295516161,2062,1014
678969228704284672,1496,408
678800283649069056,2348,817
678798276842360832,3154,1024
678774928607469569,2567,819
678767140346941444,3214,1222
678764513869611008,1476,413
678755239630127104,6460,2918
678740035362037760,3387,1484
678708137298427904,5111,2177
678675843183484930,2595,1312
678643457146150913,1873,359
678446151570427904,3647,1370
678424312106393600,4984,2263
678410210315247616,3815,1606
678399652199309312,73191,28462
678396796259975168,1451,373
678389028614488064,1708,380
678380236862578688,2229,821
678341075375947776,1570,472
678334497360859136,1180,222
678278586130948096,10385,5469
678255464182861824,1446,327
678023323247357953,1739,340
678021115718029313,12334,5605
677961670166224897,3130,1521
677918531514703872,1216,364
677895101218201600,4382,1836
677716515794329600,2781,874
677700003327029250,3103,1285
677698403548192770,1117,286
677687604918272002,2250,751
677673981332312066,3024,1345
677662372920729601,1768,840
677644091929329666,1704,725
677573743309385728,1930,597
677565715327688705,1187,409
677557565589463040,2215,1012
677547928504967168,6303,3282
677530072887205888,963,204
677334615166730240,1224,250
677331501395156992,986,207
677328882937298944,3325,1338
677314812125323265,1495,469
677301033169788928,1111,354
677269281705472000,1794,636
677228873407442944,3196,1461
677187300187611136,2475,808
676975532580409345,2523,949
676957860086095872,2020,719
676949632774234114,1180,348
676948236477857792,1952,771
676946864479084545,1574,326
676942428000112642,1869,665
676936541936185344,11588,4415
676916996760600576,2687,1611
676897532954456065,2049,647
676864501615042560,1883,623
676821958043033607,20648,13723
676819651066732545,1652,599
676811746707918848,1302,379
676776431406465024,4503,1796
676617503762681856,2611,854
676613908052996102,984,176
676606785097199616,1720,386
676603393314578432,1036,339
676593408224403456,4123,1883
676590572941893632,837,110
676588346097852417,2075,696
676582956622721024,1073,251
676575501977128964,2323,985
676533798876651520,1695,487
676496375194980353,1372,471
676470639084101634,10547,4164
676440007570247681,1559,587
676430933382295552,1261,302
676263575653122048,1889,483
676237365392908289,1089,249
676219687039057920,70661,27642
676215927814406144,1569,516
676191832485810177,2050,915
676146341966438401,1747,585
676121918416756736,1962,1024
676101918813499392,2578,1047
676098748976615425,2669,1246
676089483918516224,1177,389
675898130735476737,1441,506
675891555769696257,1918,761
675888385639251968,2112,839
675878199931371520,3777,1237
675870721063669760,1464,496
675853064436391936,2418,1132
675849018447167488,864,123
675845657354215424,2044,775
675822767435051008,1385,474
675820929667219457,954,206
675798442703122432,9300,3041
675781562965868544,1452,418
675740360753160193,1056,295
675710890956750848,1681,717
675707330206547968,1783,596
675706639471788032,582,85
675534494439489536,1661,361
675531475945709568,1067,329
675522403582218240,936,249
675517828909424640,1147,407
675501075957489664,15511,5201
675497103322386432,2814,1130
675489971617296384,1148,526
675483430902214656,1658,853
675432746517426176,1358,501
675372240448454658,1524,452
675354435921575936,29388,14855
675349384339542016,3522,1996
675334060156301312,2483,1127
675166823650848770,3163,1382
675153376133427200,5578,2256
675149409102012420,3345,1496
675147105808306176,841,197
675146535592706048,1051,255
675145476954566656,1911,779
675135153782571009,1162,411
675113801096802304,1732,686
675111688094527488,867,213
675109292475830276,2515,995
675047298674663426,926,274
675015141583413248,2404,1034
675006312288268288,873,200
674999807681908736,1990,951
674805413498527744,759,315
674800520222154752,2687,746
674793399141146624,2215,950
674790488185167872,982,216
674788554665512960,718,181
674781762103414784,1803,1043
674774481756377088,979,407
674767892831932416,1624,689
674764817387900928,698,200
674754018082705410,1228,382
674752233200820224,1307,399
674743008475090944,1258,464
674742531037511680,430,44
674739953134403584,966,326
674737130913071104,580,80
674690135443775488,1022,411
674670581682434048,1444,565
674664755118911488,807,205
674646392044941312,1279,429
674644256330530816,926,241
674638615994089473,1514,509
674632714662858753,1337,500
674606911342424069,839,86
674468880899788800,5544,1773
674447403907457024,954,314
674436901579923456,985,344
674422304705744896,1280,464
674416750885273600,611,114
674410619106390016,1067,400
674394782723014656,1334,487
674372068062928900,766,280
674330906434379776,503,65
674318007229923329,1250,449
674307341513269249,10116,6012
674291837063053312,13150,5129
674271431610523648,1393,643
674269164442398721,824,202
674265582246694913,1456,727
674262580978937856,1175,382
674255168825880576,1298,464
674082852460433408,678,144
674075285688614912,887,245
674063288070742018,5702,1905
674053186244734976,2941,1124
674051556661161984,1289,431
674045139690631169,1267,564
674042553264685056,635,109
674038233588723717,975,366
674036086168010753,758,180
674024893172875264,1578,1081
674019345211760640,1012,264
674014384960745472,1386,559
674008982932058114,1084,299
673956914389192708,1744,833
673919437611909120,1056,325
673906403526995968,2838,1427
673887867907739649,838,220
673716320723169284,2776,669
673715861853720576,3157,1805
673711475735838725,937,264
673709992831262724,747,236
673708611235921920,950,253
673707060090052608,986,346
673705679337693185,1124,358
673700254269775872,1280,500
673697980713705472,3503,1691
673689733134946305,1537,568
673688752737402881,1124,438
673686845050527744,1274,375
673680198160809984,1228,414
673662677122719744,1122,326
673656262056419329,650,198
673636718965334016,992,307
673612854080196609,1425,629
673580926094458881,733,238
673576835670777856,1226,486
673363615379013632,930,266
673359818736984064,1286,592
673355879178194945,1340,491
673352124999274496,1493,471
673350198937153538,682,184
673345638550134785,2224,1098
673343217010679808,854,234
673342308415348736,1128,492
673320132811366400,11932,6865
673317986296586240,780,216
673295268553605120,6708,2740
673270968295534593,955,312
673240798075449344,1273,614
673213039743795200,1964,724
673148804208660480,1486,547
672997845381865473,1750,629
672995267319328768,844,251
672988786805112832,873,253
672984142909456390,1115,469
672980819271634944,1624,887
672975131468300288,1495,775
672970152493887488,836,302
672968025906282496,1179,469
672964561327235073,1259,557
672902681409806336,1228,422
672898206762672129,792,363
672884426393653248,1364,723
672877615439593473,907,300
672834301050937345,1152,502
672828477930868736,1107,416
672640509974827008,872,270
672622327801233409,1146,419
672614745925664768,1085,510
672609152938721280,966,338
672604026190569472,963,335
672594978741354496,1175,528
672591762242805761,839,284
672591271085670400,638,157
672538107540070400,900,316
672523490734551040,551,146
672488522314567680,989,371
672482722825261057,987,517
672481316919734272,639,110
672475084225949696,1290,605
672466075045466113,1193,447
672272411274932228,5697,2923
672267570918129665,1312,536
672264251789176834,1007,285
672256522047614977,2502,1324
672254177670729728,1269,647
672248013293752320,1526,520
672245253877968896,606,131
672239279297454080,804,275
672231046314901505,1616,876
672222792075620352,699,176
672205392827572224,1978,1005
672169685991993344,909,317
672160042234327040,764,303
672139350159835138,1539,592
672125275208069120,2113,985
672082170312290304,837,318
672068090318987265,1133,439
671896809300709376,7590,3666
671891728106971137,1170,479
671882082306625538,3092,1202
671879137494245376,1242,570
671874878652489728,1103,478
671866342182637568,995,417
671855973984772097,791,371
671789708968640512,6299,2991
671768281401958400,1044,433
671763349865160704,1488,771
671744970634719232,1201,659
671743150407421952,673,200
671735591348891648,1280,651
671729906628341761,7474,3786
671561002136281088,11356,6298
671550332464455680,809,183
671547767500775424,1200,496
671542985629241344,965,483
671538301157904385,836,333
671536543010570240,1036,343
671533943490011136,895,493
671528761649688577,736,214
671518598289059840,828,251
671511350426865664,1418,605
671504605491109889,6217,3112
671497587707535361,823,386
671488513339211776,884,412
671486386088865792,508,172
671485057807351808,677,195
671390180817915904,1276,651
671362598324076544,972,257
671357843010908160,351,133
671355857343524864,417,104
671347597085433856,830,369
671186162933985280,639,176
671182547775299584,975,283
671166507850801152,778,301
671163268581498880,1455,965
671159727754231808,313,68
671154572044468225,623,186
671151324042559489,586,126
671147085991960577,580,191
671141549288370177,1018,569
671138694582165504,820,340
671134062904504320,651,162
671122204919246848,3075,2180
671115716440031232,1208,669
671109016219725825,999,377
670995969505435648,966,241
670842764863651840,22014,7555
670840546554966016,522,165
670838202509447168,980,598
670833812859932673,382,109
670832455012716544,645,184
670826280409919488,4859,3493
670823764196741120,673,159
670822709593571328,543,83
670815497391357952,2772,1312
670811965569282048,981,230
670807719151067136,1050,425
670804601705242624,1729,815
670803562457407488,301,77
670797304698376195,658,202
670792680469889025,731,237
670789397210615808,582,210
670786190031921152,527,168
670783437142401025,720,330
670782429121134593,1345,654
670780561024270336,696,249
670778058496974848,297,62
670764103623966721,954,371
670755717859713024,391,87
670733412878163972,848,446
670727704916926465,734,312
670717338665226240,1048,416
670704688707301377,685,317
670691627984359425,515,208
670679630144274432,662,240
670676092097810432,214,35
670668383499735048,9427,4300
670474236058800128,1330,630
670468609693655041,314,77
670465786746662913,851,466
670452855871037440,489,174
670449342516494336,1072,567
670444955656130560,6040,1736
670442337873600512,579,175
670435821946826752,938,433
670434127938719744,1254,560
670433248821026816,293,100
670428280563085312,1225,520
670427002554466305,460,141
670421925039075328,1139,549
670420569653809152,535,265
670417414769758208,501,280
670411370698022913,1788,765
670408998013820928,484,187
670403879788544000,374,128
670385711116361728,487,173
670374371102445568,668,236
670361874861563904,288,55
670338931251150849,372,96
670319130621435904,3463,1064
670303360680108032,381,107
670093938074779648,905,274
670086499208155136,618,217
670079681849372674,1951,1055
670073503555706880,1379,677
670069087419133954,549,205
670061506722140161,663,288
670055038660800512,591,279
670046952931721218,574,151
670040295598354432,655,96
670037189829525505,526,240
670003130994700288,295,77
669993076832759809,284,70
669972011175813120,392,132
669970042633789440,271,43
669942763794931712,443,131
669926384437997569,338,81
669753178989142016,704,340
669749430875258880,227,55
669684865554620416,446,74
669683899023405056,338,93
669682095984410625,312,115
669680153564442624,581,240
669661792646373376,712,365
669625907762618368,3107,1560
669603084620980224,843,316
669597912108789760,447,131
669583744538451968,1313,798
669573570759163904,388,120
669571471778410496,1402,877
669567591774625800,202,45
669564461267722241,334,104
669393256313184256,313,62
669375718304980992,1169,626
669371483794317312,434,148
669367896104181761,405,129
669363888236994561,554,199
669359674819481600,330,103
669354382627049472,2374,1089
669353438988365824,563,225
669351434509529089,377,153
669328503091937280,904,363
669327207240699904,495,101
669324657376567296,438,182
669216679721873412,1051,346
669214165781868544,382,135
669203728096960512,883,405
669037058363662336,571,264
669015743032369152,646,322
669006782128353280,510,209
669000397445533696,18633,5501
668994913074286592,389,187
668992363537309700,655,292
668989615043424256,593,288
668988183816871936,796,389
668986018524233728,476,139
668981893510119424,476,258
668979806671884288,699,291
668975677807423489,1150,495
668967877119254528,127,18
668960084974809088,616,209
668955713004314625,240,63
668932921458302977,227,50
668902994700836864,275,87
668892474547511297,353,126
668872652652679168,474,267
668852170888998912,408,139
668826086256599040,382,112
668815180734689280,491,225
668779399630725120,627,324
668655139528511488,470,187
668643542311546881,783,445
668641109086707712,943,465
668636665813057536,917,434
668633411083464705,2455,1375
668631377374486528,616,280
668627278264475648,281,96
668625577880875008,326,111
668623201287675904,1244,651
668620235289837568,180,35
668587383441514497,1471,918
668567822092664832,206,46
668544745690562560,453,197
668542336805281792,403,181
668537837512433665,226,61
668528771708952576,401,188
668507509523615744,276,87
668496999348633600,358,114
668484198282485761,371,207
668480044826800133,394,127
668466899341221888,767,439
668297328638447616,554,255
668291999406125056,213,28
668286279830867968,436,116
668274247790391296,716,196
668268907921326080,483,205
668256321989451776,1146,516
668248472370458624,838,406
668237644992782336,5421,2411
668226093875376128,246,85
668221241640230912,452,168
668204964695683073,487,171
668190681446379520,574,171
668154635664932864,438,272
668142349051129856,508,239
668113020489474048,580,207
667937095915278337,1112,687
667924896115245057,264,95
667915453470232577,184,46
667911425562669056,430,245
667902449697558528,755,334
667886921285246976,1644,906
667885044254572545,729,398
667878741721415682,347,101
667873844930215936,550,338
667866724293877760,2706,898
667861340749471744,222,69
667832474953625600,255,54
667806454573760512,925,416
667801013445750784,282,81
667793409583771648,605,286
667782464991965184,362,210
667773195014021121,203,44
667766675769573376,371,185
667728196545200128,323,126
667724302356258817,422,267
667550904950915073,0,28
667550882905632768,0,25
667549055577362432,5086,1942
667546741521195010,303,106
667544320556335104,760,456
667538891197542400,175,58
667534815156183040,716,443
667530908589760512,409,206
667524857454854144,1497,963
667509364010450944,6037,1856
667502640335572993,485,193
667495797102141441,456,231
667491009379606528,456,189
667470559035432960,225,85
667455448082227200,171,53
667453023279554560,279,73
667443425659232256,681,486
667437278097252352,396,197
667435689202614272,267,76
667405339315146752,410,194
667211855547486208,425,209
667200525029539841,542,227
667192066997374976,332,86
667188689915760640,643,328
667182792070062081,12498,5248
667177989038297088,164,48
667176164155375616,524,385
667174963120574464,218,69
667171260800061440,186,71
667165590075940865,2373,964
667160273090932737,218,50
667152164079423490,42130,14562
667138269671505920,3998,1860
667119796878725120,284,105
667090893657276420,286,105
667070482143944705,72,12
667065535570550784,143,40
667062181243039745,192,45
667044094246576128,162,43
667012601033924608,393,185
666996132027977728,213,78
666983947667116034,2235,841
666837028449972224,701,467
666826780179869698,218,78
666817836334096384,442,209
666804364988780544,206,78
666786068205871104,655,408
666781792255496192,324,168
666776908487630848,303,148
666739327293083650,207,59
666701168228331520,371,181
